id,zorluk,kategori,soru,beklenen_kaynak,dokumanda_var_mi,cevap,referans_cevaplar,em_score,em_soft_score,f1_score,precision,recall,rouge_l,semantic_sim,retrieval_match,retrieval_sira,siniflandirma,referans_var_mi,sure_sn
11,Orta,Orta,Bir dilin belirgin (unambiguous) olması ne anlama gelir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Bir dilin belirgin olması, dilin her tümcesine sadece bir türetme ağacı karşılık geleceğini ifade eder ve bu durum dilbilgisinde temel bir özelliktir.","Bir dilin belirgin (unambiguous) olması, dilin her tümcesine yalnızca bir tane türetme ağacı karşılık gelmesi demektir. | Dilin her tümcesine yalnızca tek bir türetme ağacı karşı gelmesi anlamına gelir. | Her tümce için yalnızca bir tek türetme ağacının veya soldan türetmenin bulunmasıdır.",0.0,0.0,57.9,50.0,68.8,57.9,88.8,Evet,1,TP,Evet,30.17
12,Orta,Orta,Belirgin olmayan (ambiguous) dillerin uygulamada neden değeri olmadığı belirtilmiştir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Belirgin olmayan dillerin uygulamada hiçbir değeri yoktur, çünkü tümceleri birden çok anlam taşıyarak hatasız anlaşılmaları zorlaştırır.",Tümceleri birden çok anlam taşıyan (yani birden fazla türetme ağacına sahip olan) belirgin olmayan dillerin uygulamada hiçbir değeri olmadığı belirtilmiştir; bu yüzden kullanılan dillerin belirginlik özelliğini sağladığı varsayılır. | Tümceleri birden çok anlam taşıdığı için (birden çok türetme ağacı oluştuğu için) uygulamada hiçbir değeri yoktur. | Tümcelerin birden çok anlam taşıması nedeniyle uygulamada değeri yoktur.,0.0,0.0,50.0,50.0,50.0,27.3,84.6,Evet,1,TP,Evet,23.63
13,Orta,Orta,Türetme ağacında bir düğümün etiketi λ ise bu düğümle ilgili hangi koşullar sağlanmalıdır?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,Bu düğüm bir uç düğüm(yaprak) olmalı ve bu düğümün kardeşi bulunmamalıdır.,Etiketi λ olan düğüm bir uç düğüm (yaprak) olmalıdır ve bu düğümün kardeşi (yan dalı) bulunmamalıdır. | Bu düğüm bir uç düğüm (yaprak) olmalı ve hiçbir kardeşi bulunmamalıdır. | Uç düğüm (yaprak) olmalı ve kardeşi bulunmamalıdır.,0.0,100.0,87.0,83.3,90.9,87.0,97.1,Evet,1,TP,Evet,23.66
14,Orta,Orta,Bir A değişkeninin yararlı (useful) bir değişken olabilmesi için sağlaması gereken iki koşul nedir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Bir A değişkeninin yararlı bir değişken olabilmesi için:
1. Bu değişkenden başlanarak, en az bir uç simge dizisinin türetilebilmesi: A => u (u, dilin bir tümcesi olması şart değil)
2. Başlangıç değişkeninden bu değişkene ulaşmanın mümkün olması: S => α1 A α2","Bir A değişkeninin yararlı olabilmesi için:
- Bu değişkenden başlanarak en az bir uç simge dizisi türetilebilmeli (A =>* u, u∈VT*),
- Başlangıç değişkeninden bu değişkene ulaşılabilmelidir (S => α₁Aα₂). | 1. Bu değişkenden başlanarak en az bir uç simge dizisinin türetilebilmesi (A=>u, u∈VT*), 2. Başlangıç değişkeninden (S) bu değişkene ulaşmanın mümkün olması (S=>α1 A α2). | Uç simge dizisi türetebilmesi (A =>* u) ve başlangıç değişkeninden ulaşılabilir olmasıdır (S => α₁Aα₂).",0.0,0.0,75.7,66.7,87.5,75.7,91.5,Evet,1,TP,Evet,26.55
15,Orta,Orta,Yararsız simge (useless symbol) kavramı nasıl tanımlanmıştır?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Yararsız simge, bir dilbilginin uç simgelerinden biri olarak tanımlanırken, bu dilbilgisi tarafından türetilen tüm celerden hiçbirinde yer almayan simgedir. Bu, dilbilginin yapısında kullanılmayan ve herhangi bir tümcenin oluşturulmasında görünmeyen bir simge anlamına gelir.","Bir dilbilgisinin uç simgelerinden biri, o dilbilgisi tarafından türetilen tümcelerin hiçbirinde yer almıyorsa, bu simgeye yararsız simge denir. | Dilbilgisi tarafından türetilen tümcelerden hiçbirinde yer almayan uç simgedir. | Türetilen hiçbir tümcede yer almayan uç simgeye yararsız simge (useless symbol) denir.",0.0,0.0,47.1,36.4,66.7,43.1,89.2,Evet,1,TP,Evet,25.18
16,Orta,Orta,Yararsız kural (useless rule) ne demektir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Yararsız bir kural, en az bir tümcenin türetilmesinde kullanılmayan kuralıdır. Bu tür kurallar dilbilgisinde kullanılmadan kalabilir ve silinebilir.","Bir yeniden yazma kuralı (A=>β) hiçbir tümcenin türetilmesinde kullanılmıyorsa, bu kurala yararsız kural denir. | Hiçbir tümcenin türetilmesinde kullanılmayan kurallardır. | Tümce türetimi sırasında hiçbir zaman kullanılmayan yeniden yazma kurallarıdır (A=>β).",0.0,0.0,35.3,33.3,37.5,26.1,79.9,Evet,1,TP,Evet,24.32
17,Orta,Orta,Algoritma 4.5 hangi amaçla kullanılır ve sonucunda hangi küme elde edilir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Algoritma 4.5, dilbilgisinde uç simge dizgisi türeten değişkenleri bulmak için kullanılır ve sonucunda TD kümesi elde edilir. TD kümesi, algoritma 4.5'in çalışmasından sonra uç simge dizgisi türen değişkenlerden oluşan kümedir. Bu değişkenler, dilbilgisinden çıkarılarak eşdeğer bir dilbilgi oluşturulurken kullanılır.","Algoritma 4.5, uç simge dizgisi türeten değişkenler kümesini (TD) bulmak için kullanılır. Bu kümede yer almayan değişkenler yararsız değişkenlerdir. | Uç simge dizgisi türeten değişkenler kümesini (TD) bulmak amacıyla kullanılır. | Uç simge dizisi türeten değişkenler kümesini bulmak için kullanılır, TD kümesi elde edilir (bu kümede yer almayanlar yararsızdır).",0.0,0.0,41.9,31.0,65.0,38.7,85.6,Evet,1,TP,Evet,31.64
18,Orta,Orta,Algoritma 4.6 hangi amaçla kullanılır ve sonucunda hangi küme elde edilir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Algoritma 4.6, dilbilgisindeki yararsız değişkenleri ve kuralları tespit etmek ve atmak için kullanılır. Sonucunda elde edilen küme, başlangıç değişkeninden ulaşılamayan değişkenleri ve kuralları içermeyen bir dilbilgisidir.","Algoritma 4.6, başlangıç değişkeninden ulaşılabilen değişkenler kümesini (TU) bulmak için kullanılır. Bu kümede yer almayan değişkenler de yararsız değişkenlerdir. | Başlangıç değişkeninden (S) ulaşılabilen değişkenler kümesini (TU) bulmak amacıyla kullanılır. | Başlangıç değişkeninden ulaşılabilen değişkenleri bulmak için kullanılır, TU kümesi elde edilir (ulaşılamayanlar yararsızdır).",0.0,0.0,34.0,29.6,40.0,21.3,82.5,Evet,1,TP,Evet,24.5
19,Orta,Orta,G4.7 dilbilgisinde uç simge dizgisi türeten değişkenler kümesi (TD) nedir ve hangi değişkenler yararsız bulunur?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"TD = {S, A, B, E, F} G4.7 dilbilgisindeki yararsız değişkenler kümesi: {C, D, E, F}","G4.7'de TD = {S, A, B, E, F}; bu kümede yer almayan C ve D değişkenleri yararsız bulunur. | TD = { S, A, B, E, F } kümesidir; bu kümede yer almayan C ve D değişkenleri yararsız bulunur. | TD = {S, A, B, E, F}, yararsız değişkenler C ve D'dir.",0.0,0.0,72.2,61.9,86.7,72.2,86.4,Evet,1,TP,Evet,25.43
20,Orta,Orta,G'4.7 dilbilgisinde başlangıç değişkeninden ulaşılabilen değişkenler kümesi (TU) nedir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"TU = { S, B }","G'4.7'de TU = {S, B}; bu kümede yer almayan A, E ve F değişkenleri yararsız bulunur (ve bunlarla birlikte a simgesi de yararsız hale gelir). | TU = { S, B }; A, E ve F değişkenleri yararsızdır. | TU = {S, B} | TU = {S, B} kümesidir.",100.0,100.0,100.0,100.0,100.0,100.0,99.5,Evet,1,TP,Evet,24.3
21,Orta,Orta,G4.7'nin yalınlaştırılmış son hali olan G''4.7 dilbilgisinin kuralları nelerdir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"G"" =<V, V, P, S>
4.7 N T çıkarıldığında a simgesinin de yararsız bir
V = { S, B}
N simge olduğu görülür. Bu simge de
VT={b} çıkarıldığında (G4.7)’ye eşdeğer; yararsız
P: S=> B |BS
simge, değişken ve kural içermeyen
B=>b
aşağıdaki dilbilgisi bulunur:","G''4.7 = <VN, VT, P, S>:
VN = {S, B}, VT = {b}
P: S => B | BS
B => b | G''4.7 = <VN, VT, P, S>: VN = {S, B}, VT = {b}, P: S => B | BS, B => b | S => B | BS ve B => b | P: S=> B | BS, B=> b | S => B | BS, B => b (VN={S, B}, VT={b})",0.0,100.0,57.8,42.9,88.9,53.0,71.0,Evet,1,TP,Evet,26.59
22,Orta,Orta,Dilbilgisinin yalınlaştırılması (yararsız öğelerin atılması) kaç adımda gerçekleştirilir ve bu adımlarda ne yapılır?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"Dilbilgisinin yalınlaştırılması, iki adımda gerçekleştirilir. İlk adımda, algoritma 4.5 kullanılarak uç simge dizgisi türeten değişkenler kümesi bulunur ve bu kümede yer almayan değişkenler yararsız değişkenler olarak kabul edilir. İkinci adımda, algoritma 4.6 kullanılarak başlangıç değişkeninden ulaşılamayan değişkenler bulunur ve bu değişkenler ile yer aldığı kurallar silinerek eşdeğer bir dilbilgi oluşturulur.","İki adımda gerçekleştirilir: 1. adımda Algoritma 4.5 ile uç simge dizgisi türetmeyen (yararsız) değişkenler ve bunların kuralları çıkarılır (G' elde edilir). 2. adımda Algoritma 4.6 ile G''de başlangıç değişkeninden ulaşılamayan değişkenler ve kuralları çıkarılır (G'' elde edilir). | İki adımda gerçekleştirilir: 1. Adımda uç simge dizisi türeten değişkenler (TD) bulunur ve diğerleri atılır. 2. Adımda başlangıç değişkeninden ulaşılabilen değişkenler (TU) bulunur ve ulaşılamayanlar atılır. | 2 adımda yapılır: Önce uç simge türeten değişkenler (Algoritma 4.5), sonra başlangıçtan ulaşılabilen değişkenler (Algoritma 4.6) belirlenip elenir.",0.0,0.0,52.2,46.2,60.0,47.8,78.0,Evet,1,TP,Evet,26.02
23,Orta,Orta,w1=(v+c)*(v-c) tümcesinin soldan türetilmesindeki ilk üç adımı yazınız.,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"S=>S*S
S=>(S)*(S)
S=>(v+c)*(S)","S => S*S => (S)*S => (S+S)*S | S => S*S, S*S => (S)*S, (S)*S => (S+S)*S | 1. S => S*S, 2. (S)*S, 3. (S+S)*S | S=>S*S => (S)*S => (S+S)*S",0.0,0.0,93.8,88.2,100.0,81.2,89.9,Evet,1,TP,Evet,23.41
24,Orta,Orta,G_S.4.2 dilbilgisinde L_S.4.2 dilinin küme tanımı nedir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"L_S.4.2 dilinin küme tanımı
L(S.4.2) = {a^n b^m c^k d^p | n, m, k, p ≥ 1, p > n, k > m}","L_S.4.2 = {(aa)ⁿ(cc)ᵐbᵏcbᵏ | n≥1, m≥0, k≥1} | L_S.4.2 = { (aa)^n (cc)^m b^k c b^k | n ≥ 1, m ≥ 0, k ≥ 1 } | {(aa)ⁿ(cc)ᵐbᵏcbᵏ | n≥1, m≥0, k≥1} | {(aa)^n (cc)^m b^k c b^k | n>=1, m>=0, k>=1}",0.0,0.0,63.2,56.2,72.0,56.1,73.3,Evet,1,TP,Evet,25.46
25,Orta,Orta,Örnek 6'daki G_S.4.6.1 dilbilgisinin türettiği dilin (L_S.4.6.1) küme tanımı nedir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,Bu bilgi dokümanlarda bulunamadı.,"L_S.4.6.1 = {aⁿbaᵐbaᵏ | n>1, m>0, k>1} | L_S.4.6.1 = { a^n b a^m b a^k | n>1, m>0, k>1 } | {aⁿbaᵐbaᵏ | n>1, m>0, k>1} | {a^n b a^m b a^k | n>1, m>0, k>1} | {a^n b a^m b a^k | n>=1, m>=0, k>=1}",0.0,0.0,0.0,0.0,0.0,0.0,42.8,Evet,1,FN,Evet,24.93
26,Orta,Orta,"Örnek 5'teki G_4.5.1 dilbilgisinin kuralları, L_4.5.1={a^2k b^n c^2n d^k | k≥1, n≥1} dilini nasıl üretir?",8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,Bu bilgi dokümanlarda bulunamadı.,"S => aaSd kuralı her uygulandığında hem başta iki tane a hem sonda bir d eklenir (bu k kez tekrarlanır), S => aaAd ile A'ya geçilince A => bAcc | bcc kuralları devreye girer: A her uygulanışında bir b öne, iki c sona eklenir (n kez), böylece toplamda a²ᵏ bⁿ c²ⁿ dᵏ elde edilir. | S => aaSd | aaAd ve A => bAcc | bcc kuralları ile üretir. S kuralı her adımda 2 'a' ve 1 'd' (a^2k, d^k) üretirken, A kuralı 1 'b' ve 2 'c' (b^n, c^2n) üreterek dili oluşturur. | S => aaSd ile 2 'a' ve 1 'd' (k kez), S => aaAd ile A'ya geçiş; A => bAcc | bcc ile 1 'b' ve 2 'c' (n kez) üretilerek a^2k b^n c^2n d^k elde edilir.",0.0,0.0,3.4,25.0,1.9,3.4,31.2,Evet,1,FN,Evet,26.39
27,Zor,Zor,G4.4 dilbilgisi tarafından türetilen L(G4.4) dili uv(v')^R u^R biçiminde tanımlanmıştır; u ve v üzerindeki kısıtlar nelerdir ve bu gösterim ne anlama gelir?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"u ve v, (0+1)* kümesinden elemanlar olup, uzunlukları 1'den büyük olan herhangi bir 0 ve 1 dizisidir. v' ise v'nin tümlerinin tersidir. Bu gösterim L(G4.4) dili şu şekilde tanımlar: her u ve v dizisi için, u'nun tersi ile v'nin tümlerinin tersinin birleşiminden oluşan diziler oluşturur. Bu, 0 ve 1 dizilerinin karmaşık yapılarına sahip olmasına izin verir ve dilbilgisinin belirli özelliklerini yansıtır. Bu özellikler, 0 ve 1 dizilerinin belirli sayıda 0 ve 1 ile başlayıp bitmesini ve aralarında belirli düzenleri bulunduğunu gösterir. Bu tür bir dil, karmaşık yapıya sahip 0 ve 1 dizilerini temsil edebilir.","L(G4.4) = {uv(v')ᴿuᴿ | u,v ∈ (0+1)*, |u|≥1, |v|≥1}: burada u ve v en az uzunluk 1 olan 0-1 dizileridir; u'nun tersi (uᴿ) tümcenin sonunda, v'nin tümleyeninin (v') tersi ((v')ᴿ) ise ortada yer alır — yani tümce başta u, ortada v'nin bit-tümleyeninin tersi, sonda u'nun tersi olacak şekilde simetrik bir yapı oluşturur. | u, v ∈ (0+1)*, |u| ≥ 1, |v| ≥ 1 kısıtları vardır. u^R u'nun tersi, (v')^R ise v'nin bit düzeyinde tümleyeninin tersi anlamına gelir; tümce başta u, ortada v'nin bit-tümleyeninin tersi, sonda u'nun tersi olacak şekilde simetrik bir yapı oluşturur. | u, v ε (0+1)*, |u|>=1, |v|>=1; u^R u dizisinin tersini, (v')^R ise v'nin tümleyeninin tersini ifade eder.",0.0,0.0,32.2,27.2,39.4,23.4,79.2,Evet,1,TP,Evet,31.31
28,Zor,Zor,"G_S.4.7.2 dilbilgisi L_S.4.7.2={a^n b^m c^k | n>0, m>0, k=2n+m} dilini nasıl üretir; S=>aAcc kuralının bu eşitlikteki rolü nedir?",8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"G4.7 dilbilgisinden S=>aAcc kuralı, a^n b^m c^(2n+m) formunda olan kelimeleri üretebilmek için kullanılır. S=>aAcc kuralı, n>0 ve m>0 koşullarını sağlar ve kelimede c'nin sayısı 2n+m olarak belirlenir. Bu kural, dilbilgisinde S'nin a harfi ile başlayıp, Acc şeklinde devam etmesini sağlar. Bu şekilde, S harfinin a harfleriyle başlayarak, Acc şeklinde devam ederek, c'nin sayısı 2n+m olarak belirlenen kelimeler üretilir. Yani, S=>aAcc kuralı, dilbilgisinde belirtilen c'nin sayısı 2n+m olan kelimeleri üretebilmek için gereklidir. Bu kural, dilbilgisinin belirli yapısal gereksinimlerini karşılamayı sağlar.","S=>aAcc kuralı başta bir a ve sonda iki c ekler (n kez tekrarlanabilir, S=>aAcc çağrısı n defa a ekler). A=>aAcc|bBc kuralları ile hem daha fazla a-cc çifti (m kez) hem de B'ye geçiş (bir b ve bir c) eklenir; B=>bBc|λ ile k kez daha b ve c eklenir. Sonuçta a sayısı n, b sayısı m, c sayısı ise her a için 2 c ve her b için 1 c geldiğinden k=2n+m olur. | S => aAcc kuralı türetilen her 1 'a' için 2 'c' üretilmesini (2n) garanti eder; devamındaki A/B kuralları da her 1 'b' için 1 'c' (m) üreterek k = 2n + m koşulunu sağlar. | S=>aAcc kuralı başta bir a ve sonda iki c ekler (her 1 'a' için 2 'c'); B kuralları her 'b' için bir 'c' ekleyerek k=2n+m eşitliğini oluşturur.",0.0,0.0,33.3,31.1,36.0,23.0,78.7,Evet,1,TP,Evet,29.76
29,Zor,Zor,Örnek 8'deki G_S.4.8.1 dilbilgisinin türettiği L_S.4.8.1 dilinde üs olarak neden 2k+1 kullanılmıştır; B=>bbBdd|C kuralı bunu nasıl sağlar?,8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,Bu bilgi dokümanlarda bulunamadı.,"B=>bbBdd|C kuralı her uygulandığında 2 tane b ve 2 tane d ekler (k kez tekrarlanır), bu nedenle üs 2k olur; C=>bd temel kuralı ile bir b ve bir d daha eklenerek toplam üs 2k+1'e çıkar — böylece b ve d sayıları eşit ve tek sayı (2k+1) olarak eşleşir. | B => bbBdd kuralı her adımda çift sayıda (2 'b' ve 2 'd', yani 2k) ekler; sonlandırıcı C => bd kuralı ise 1 adet 'b' ve 'd' ekleyerek üssün tek sayı (2k+1) olmasını sağlar. | bbBdd kuralı 2k kadar çift eklerken, C=>bd kuralı +1 ekleyerek 2k+1 yapar; böylece b ve d sayıları eşit ve tek sayı olur.",0.0,0.0,3.3,25.0,1.8,3.3,29.5,Evet,1,FN,Evet,26.63
30,Zor,Zor,"G4.3 dilbilgisinde X=>aXbb|aZbb|abb ve Z=>Zb|Xb kuralları birlikte çalışarak L(G4.3)={a^n b^m c^k | n≥1, k≥1, m≥2n} koşulunu nasıl sağlar?",8-Baglamdan_bagimsiz_dilbilgisi.pdf,Evet,"X ve Z kuralları birlikte çalışarak, a'nın sayısının b'nin iki katından fazla olmasını ve c'nin sayısının en az bir olduğunu sağlar. X=>aXbb ve aZbb kuralı a'nın sayısının b'nin iki katından fazla olmasını sağlar çünkü her adımda a'nın sayısı 1 artırılırken b'nin sayısı 2 artırılır. Z=>Zb ve Xb kuralı ise a'nın sayısının b'nin sayısından fazla olmasını sağlar. Bu kurallar birlikte, L(G4.3)={a^n b^m c^k | n≥1, k≥1, m≥2n} koşulunu karşılar.","X=>aXbb|aZbb|abb kuralları her uygulandığında bir a öne, iki b sona ekler; ancak Z=>Zb|Xb sayesinde araya fazladan tek b'ler eklenebilir. X, n kez a üretirken (n≥1), her a için normalde 2b gelir ama Z aracılığıyla ekstra b'ler eklenince toplam b sayısı 2n'den büyük olabilir (m≥2n koşulu böyle sağlanır); Y=>cY|c ise en az 1 tane c üretir (k≥1). | X => aXbb kuralı her 'a' için en az 2 'b' (2n) üretilmesini zorunlu kılar; Z => Zb kuralları ise araya fazladan 'b' simgeleri ekleyerek b sayısının 2n'e eşit veya 2n'den büyük (m ≥ 2n) olmasını sağlar; Y kuralları da en az 1 c (k ≥ 1) üretir. | X kuralları her 'a' için 2 'b' üretirken, Z kuralları fazladan 'b' ekleyerek m >= 2n olmasını sağlar; Y=>cY|c en az 1 c üretir.",0.0,0.0,41.8,37.1,47.8,23.0,86.0,Evet,1,TP,Evet,35.28
